DienstNr;Geldigheid;Deel;PeriodeId;Stelplaats;Geldigheidsnummer;Periode;ContractId;BeginDatum;WijzigDatum;Einddatum;Bustype;Opdrachtgever;Doelgroep;VertrektijdInMin;Vertrektijd;Aankomsttijd;AankomsttijdInMin;Beladen_Kms;Theoretische_Kms;Dag1Rijtijd;Dag1StatTb100;Dag1Stat50;Dag1AndWerkz;Dag1Arbeidstijd;Dag1Nacht;Dag2Rijtijd;dag2StatTb100;Dag2Stat50;dag2AndWerkz;dag2Arbeidstijd;Dag2Nacht;StatEff;OndEff;Kleur;Stelsel;Toegangsgebied;Basisbezetting;Kostenplaats;KalenderKoppeling;StartLine;Endline
17;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;390;06:30;14:03;843;165;165;356;97;0;0;407;0;0;0;0;0;0;0;97;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
17;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;390;06:30;14:03;843;165;165;356;97;0;0;407;0;0;0;0;0;0;0;97;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
17;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;369;06:09;14:03;843;215;215;390;84;0;0;439;0;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
17;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;390;06:30;14:03;843;165;165;356;97;0;0;407;0;0;0;0;0;0;0;97;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
17;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;390;06:30;14:03;843;165;165;356;97;0;0;407;0;0;0;0;0;0;0;97;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
18;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;391;06:31;13:36;816;170;170;342;83;0;0;402;0;0;0;0;0;0;0;83;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
18;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;391;06:31;13:36;816;170;170;342;83;0;0;402;0;0;0;0;0;0;0;83;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
18;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;387;06:27;14:33;873;160;160;361;87;38;0;411;0;0;0;0;0;0;0;125;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
18;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;391;06:31;13:36;816;170;170;342;83;0;0;402;0;0;0;0;0;0;0;83;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
18;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;391;06:31;13:36;816;170;170;342;83;0;0;402;0;0;0;0;0;0;0;83;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
19;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;389;06:29;15:30;930;231;231;466;75;0;0;513;0;0;0;0;0;0;0;75;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
20;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;395;06:35;14:43;883;153;153;337;151;0;0;402;0;0;0;0;0;0;0;151;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
30;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;656;10:56;19:42;1182;170;170;364;160;2;0;439;0;0;0;0;0;0;0;162;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
30;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;656;10:56;19:42;1182;170;170;364;160;2;0;439;0;0;0;0;0;0;0;162;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
30;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;S;;;694;11:34;21:37;1297;235;235;452;110;41;0;509;97;0;0;0;0;0;0;151;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
30;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;656;10:56;19:42;1182;170;170;364;160;2;0;439;0;0;0;0;0;0;0;162;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
30;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;656;10:56;19:42;1182;170;170;364;160;2;0;439;0;0;0;0;0;0;0;162;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
30;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;S;;;617;10:17;18:16;1096;140;140;295;161;23;0;378;0;0;0;0;0;0;0;184;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
30;_z;1;P2;Waaslandia;7;School;7421;01/07/2025;05/01/2026;;S;;;635;10:35;19:50;1190;217;217;407;130;18;0;495;0;0;0;0;0;0;0;148;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
31;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;660;11:00;20:58;1258;244;244;470;125;3;0;545;58;0;0;0;0;0;0;128;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
31;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;660;11:00;20:58;1258;244;244;470;125;3;0;545;58;0;0;0;0;0;0;128;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
31;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;S;;;701;11:41;20:54;1254;216;216;416;131;6;0;476;54;0;0;0;0;0;0;137;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
31;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;660;11:00;20:58;1258;244;244;470;125;3;0;545;58;0;0;0;0;0;0;128;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
31;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;660;11:00;20:58;1258;244;244;470;125;3;0;545;58;0;0;0;0;0;0;128;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
31;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;633;10:33;21:06;1266;211;211;426;166;41;0;490;66;0;0;0;0;0;0;207;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
31;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;519;08:39;17:56;1076;148;148;368;189;0;0;512;0;0;0;0;0;0;0;189;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
32;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;755;12:35;20:28;1228;110;110;316;157;0;0;437;28;0;0;0;0;0;0;157;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
32;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;755;12:35;20:28;1228;110;110;316;157;0;0;437;28;0;0;0;0;0;0;157;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
32;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;701;11:41;21:30;1290;240;240;444;145;0;0;519;90;0;0;0;0;0;0;145;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
32;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;755;12:35;20:28;1228;110;110;316;157;0;0;437;28;0;0;0;0;0;0;157;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
32;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;755;12:35;20:28;1228;110;110;316;157;0;0;437;28;0;0;0;0;0;0;157;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
32;z_;1;P2;Waaslandia;6;School;2225;01/07/2025;05/01/2026;;S;;;688;11:28;19:43;1183;127;127;331;164;0;0;447;0;0;0;0;0;0;0;164;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
32;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;664;11:04;16:39;999;137;137;267;68;0;0;312;0;0;0;0;0;0;0;68;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
33;m____;1;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;S;;;765;12:45;21:13;1273;107;107;299;199;10;0;433;73;0;0;0;0;0;0;209;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
33;_d___;1;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;S;;;765;12:45;21:13;1273;107;107;299;199;10;0;433;73;0;0;0;0;0;0;209;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
33;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;701;11:41;19:58;1198;164;164;355;141;1;0;420;0;0;0;0;0;0;0;142;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
33;___d_;1;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;S;;;765;12:45;21:13;1273;107;107;299;199;10;0;433;73;0;0;0;0;0;0;209;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
33;____v;1;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;S;;;765;12:45;21:13;1273;107;107;299;199;10;0;433;73;0;0;0;0;0;0;209;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
33;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;697;11:37;21:18;1278;209;209;415;161;5;0;487;78;0;0;0;0;0;0;166;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
33;_z;1;P2;Waaslandia;7;School;2226;01/07/2025;05/01/2026;;S;;;763;12:43;21:16;1276;131;131;332;174;7;0;469;76;0;0;0;0;0;0;181;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
34;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;22:04;1324;212;212;439;88;0;0;503;124;0;0;0;0;0;0;88;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
34;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;22:04;1324;212;212;439;88;0;0;503;124;0;0;0;0;0;0;88;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
34;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;S;;;709;11:49;20:31;1231;204;204;443;79;0;0;499;31;0;0;0;0;0;0;79;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
34;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;22:04;1324;212;212;439;88;0;0;503;124;0;0;0;0;0;0;88;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
34;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;22:04;1324;212;212;439;88;0;0;503;124;0;0;0;0;0;0;88;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
34;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;S;;;751;12:31;19:32;1172;136;136;302;119;0;0;391;0;0;0;0;0;0;0;119;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
34;_z;1;P2;Waaslandia;7;School;2226;01/07/2025;05/01/2026;;S;;;884;14:44;21:59;1319;192;192;371;64;0;0;422;119;0;0;0;0;0;0;64;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
35;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;21:53;1313;197;197;370;141;5;0;421;113;0;0;0;0;0;0;146;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
35;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;21:53;1313;197;197;370;141;5;0;421;113;0;0;0;0;0;0;146;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
35;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;S;;;682;11:22;22:06;1326;259;259;492;128;24;0;564;126;0;0;0;0;0;0;152;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
35;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;21:53;1313;197;197;370;141;5;0;421;113;0;0;0;0;0;0;146;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
35;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;797;13:17;21:53;1313;197;197;370;141;5;0;421;113;0;0;0;0;0;0;146;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
35;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;S;;;755;12:35;19:03;1143;119;119;261;99;28;0;300;0;0;0;0;0;0;0;127;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
35;_z;1;P2;Waaslandia;7;School;2225;01/07/2025;05/01/2026;;S;;;890;14:50;23:18;1398;210;210;416;92;0;0;487;198;0;0;0;0;0;0;92;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
36;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;800;13:20;22:06;1326;200;200;428;98;0;0;498;126;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
36;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;800;13:20;22:06;1326;200;200;428;98;0;0;498;126;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
36;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;727;12:07;20:09;1209;207;207;401;81;0;0;458;9;0;0;0;0;0;0;81;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
36;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;800;13:20;22:06;1326;200;200;428;98;0;0;498;126;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
36;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;800;13:20;22:06;1326;200;200;428;98;0;0;498;126;0;0;0;0;0;0;98;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
36;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;S;;;773;12:53;21:28;1288;189;189;375;137;3;0;435;88;0;0;0;0;0;0;140;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
36;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;898;14:58;23:29;1409;197;197;371;140;0;0;438;209;0;0;0;0;0;0;140;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
37;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;825;13:45;22:58;1378;124;124;348;205;0;0;509;178;0;0;0;0;0;0;205;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
37;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;825;13:45;22:58;1378;124;124;348;205;0;0;509;178;0;0;0;0;0;0;205;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
37;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;738;12:18;19:45;1185;171;171;358;89;0;0;416;0;0;0;0;0;0;0;89;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
37;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;825;13:45;22:58;1378;124;124;348;205;0;0;509;178;0;0;0;0;0;0;205;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
37;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;825;13:45;22:58;1378;124;124;348;205;0;0;509;178;0;0;0;0;0;0;205;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
37;z_;1;P2;Waaslandia;6;School;2225;01/07/2025;05/01/2026;;S;;;825;13:45;22:56;1376;116;116;328;183;40;0;442;176;0;0;0;0;0;0;223;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
37;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;1071;17:51;01:38>;1538;116;116;207;160;2;0;337;240;70;28;0;0;98;98;190;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
38;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;842;14:02;22:13;1333;176;176;357;134;0;0;454;133;0;0;0;0;0;0;134;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
38;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;842;14:02;22:13;1333;176;176;357;134;0;0;454;133;0;0;0;0;0;0;134;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
38;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;750;12:30;22:04;1324;242;242;490;84;0;0;555;124;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
38;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;842;14:02;22:13;1333;176;176;357;134;0;0;454;133;0;0;0;0;0;0;134;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
38;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;842;14:02;22:13;1333;176;176;357;134;0;0;454;133;0;0;0;0;0;0;134;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
38;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;857;14:17;23:06;1386;206;206;412;101;16;0;453;186;0;0;0;0;0;0;117;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
38;_z;1;P2;Waaslandia;7;School;7421;01/07/2025;05/01/2026;;S;;;876;14:36;23:06;1386;228;228;392;118;0;0;482;186;0;0;0;0;0;0;118;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
39;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;847;14:07;22:41;1361;225;225;411;103;0;0;471;161;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
39;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;847;14:07;22:41;1361;225;225;411;103;0;0;471;161;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
39;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;760;12:40;22:13;1333;205;205;429;144;0;0;523;133;0;0;0;0;0;0;144;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
39;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;847;14:07;22:41;1361;225;225;411;103;0;0;471;161;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
39;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;847;14:07;22:41;1361;225;225;411;103;0;0;471;161;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
39;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;S;;;863;14:23;22:17;1337;194;194;389;85;0;0;459;137;0;0;0;0;0;0;85;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
39;_z;1;P2;Waaslandia;7;School;7421;01/07/2025;05/01/2026;;S;;;935;15:35;22:18;1338;165;165;315;69;19;0;354;138;0;0;0;0;0;0;88;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
40;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;853;14:13;22:38;1358;208;208;425;80;0;0;482;158;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
40;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;853;14:13;22:38;1358;208;208;425;80;0;0;482;158;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
40;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;761;12:41;22:41;1361;250;250;463;137;0;0;538;161;0;0;0;0;0;0;137;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
40;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;853;14:13;22:38;1358;208;208;425;80;0;0;482;158;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
40;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;853;14:13;22:38;1358;208;208;425;80;0;0;482;158;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
40;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;880;14:40;22:48;1368;224;224;369;119;0;0;459;168;0;0;0;0;0;0;119;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
40;_z;1;P2;Waaslandia;7;School;7421;01/07/2025;05/01/2026;;S;;;995;16:35;01:35>;1535;208;208;321;124;0;0;423;240;70;25;0;0;95;95;149;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
41;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;859;14:19;23:06;1386;238;238;433;94;0;0;514;186;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
41;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;859;14:19;23:06;1386;238;238;433;94;0;0;514;186;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
41;__w__;1;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;S;;;712;11:52;21:13;1273;121;121;323;228;10;0;481;73;0;0;0;0;0;0;238;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
41;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;859;14:19;23:06;1386;238;238;433;94;0;0;514;186;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
41;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;859;14:19;23:06;1386;238;238;433;94;0;0;514;186;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
41;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;876;14:36;23:48;1428;246;246;412;140;0;0;517;228;0;0;0;0;0;0;140;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
41;_z;1;P2;Waaslandia;7;School;7422;01/07/2025;05/01/2026;;S;;;958;15:58;23:58;1438;108;108;271;202;7;0;419;238;0;0;0;0;0;0;209;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
42;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;862;14:22;22:06;1326;203;203;380;84;0;0;441;126;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
42;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;862;14:22;22:06;1326;203;203;380;84;0;0;441;126;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
42;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;806;13:26;22:19;1339;224;224;450;83;0;0;495;139;0;0;0;0;0;0;83;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
42;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;862;14:22;22:06;1326;203;203;380;84;0;0;441;126;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
42;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;862;14:22;22:06;1326;203;203;380;84;0;0;441;126;0;0;0;0;0;0;84;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
42;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;S;;;945;15:45;01:35>;1535;136;136;298;197;0;0;439;240;71;24;0;0;95;95;221;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
43;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;880;14:40;21:30;1290;176;176;324;86;0;0;369;90;0;0;0;0;0;0;86;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
